area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
19037,5,1023,73,0,2020,4,,39,154,156,159,1964560,499287,1650,967,,0.98,0.55,0.56,0.57,0.33,0.72,0.16,0.59,,2,5.4,4,2.7,1,0.6,3,1.9,125061,6.8,52510,11.8,331,25.1,46,5
19039,5,1023,73,0,2020,4,,22,81,79,79,1127011,244763,1412,1088,,1.01,0.32,0.31,0.31,0.23,0.4,0.29,0.75,,0,0,-6,-6.9,-8,-9.2,-10,-11.2,-285799,-20.2,-75101,-23.5,224,18.9,-152,-12.3
19041,5,1023,73,0,2020,4,,70,315,310,312,4372266,857641,9148,1077,,1.05,0.64,0.63,0.63,0.43,0.8,0.79,0.67,,8,12.9,-42,-11.8,-50,-13.9,-55,-15,-564870,-11.4,-66910,-7.2,4085,80.7,26,2.5
19043,5,1023,73,0,2020,4,,44,199,203,205,2991837,558379,1064,1137,,0.78,0.52,0.55,0.55,0.41,0.66,0.07,0.75,,-4,-8.3,-50,-20.1,-45,-18.1,-46,-18.3,-1070996,-26.4,-208412,-27.2,-1686,-61.3,-116,-9.3
19045,5,1023,73,0,2020,4,,122,696,697,697,10416330,2279029,14132,1150,,0.95,0.62,0.62,0.62,0.47,0.88,0.37,0.75,,10,8.9,-23,-3.2,-21,-2.9,-24,-3.3,259279,2.6,109840,5.1,5058,55.7,64,5.9
19047,5,1023,73,0,2020,4,,56,230,228,226,3195796,562301,4614,1078,,1.22,0.6,0.6,0.59,0.41,0.7,0.49,0.69,,4,7.7,-8,-3.4,-5,-2.1,-6,-2.6,99768,3.2,-49353,-8.1,-824,-15.2,62,6.1
19049,2,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,31.86,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19049,5,1023,73,0,2020,4,,430,14209,14181,14243,326872706,19803854,141107,1769,,1.66,5.3,5.3,5.26,4.5,3.32,2.05,0.85,,40,10.3,279,2,259,1.9,305,2.2,13665764,4.4,-5710725,-22.4,-59239,-29.6,39,2.3
19051,5,1023,73,0,2020,4,,19,81,80,80,1661905,326922,1073,1591,,0.87,0.68,0.68,0.68,0.72,1.23,0.38,1.06,,-1,-5,9,12.5,7,9.6,1,1.3,452841,37.5,63039,23.9,-211,-16.4,345,27.7
19053,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,23.8,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19053,5,1023,73,0,2020,4,,12,48,49,49,806196,132634,314,1274,,0.57,0.33,0.35,0.34,0.37,0.39,0.03,1.09,,-1,-7.7,1,2.1,2,4.3,1,2.1,135059,20.1,-2641,-2,-354,-53,183,16.8
19055,5,1023,73,0,2020,4,,51,319,313,316,6718028,1005764,4027,1635,,0.94,0.82,0.81,0.81,0.86,1.35,0.45,1.05,,2,4.1,37,13.1,36,13,33,11.7,1665121,33,73676,7.9,1287,47,250,18.1
19057,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,4.09,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19057,5,1023,73,0,2020,4,,134,594,597,591,8968116,1824392,16868,1161,,1.1,0.5,0.51,0.5,0.39,0.64,0.35,0.77,,5,3.9,-54,-8.3,-49,-7.6,-45,-7.1,266685,3.1,-141229,-7.2,1618,10.6,121,11.6
19059,5,1023,73,0,2020,4,,87,313,304,304,6357817,1094184,3757,1593,,1.08,0.59,0.59,0.59,0.66,0.73,0.16,1.11,,3,3.6,5,1.6,-4,-1.3,-10,-3.2,1146513,22,10944,1,-321,-7.9,300,23.2
19061,5,1023,73,0,2020,4,,368,4569,4573,4588,84510326,12806763,71345,1420,,1.2,1.38,1.39,1.38,1.11,1.75,0.73,0.8,,20,5.7,-149,-3.2,-153,-3.2,-172,-3.6,-2809858,-3.2,-2479310,-16.2,-7956,-10,1,0.1
19063,5,1023,73,0,2020,4,,23,121,122,119,1482886,281621,1535,945,,0.79,0.6,0.61,0.59,0.4,0.76,0.39,0.68,,2,9.5,-4,-3.2,-2,-1.6,-6,-4.8,5689,0.4,-40659,-12.6,36,2.4,34,3.7
19065,5,1023,73,0,2020,4,,68,221,215,221,2566194,669158,1784,901,,1.09,0.54,0.54,0.55,0.36,0.84,0.15,0.67,,1,1.5,-4,-1.8,-12,-5.3,-4,-1.8,78588,3.2,12587,1.9,400,28.9,53,6.2
19067,5,1023,73,0,2020,4,,48,266,270,273,4134090,772364,2445,1179,,1.1,0.84,0.85,0.85,0.63,1.11,0.38,0.75,,1,2.1,-10,-3.6,-7,-2.5,-6,-2.2,404653,10.9,-5007,-0.6,-223,-8.4,145,14
19069,5,1023,73,0,2020,4,,33,116,117,122,1845026,392259,218,1199,,0.97,0.53,0.53,0.55,0.41,0.71,0.03,0.76,,0,0,2,1.8,2,1.7,3,2.5,127386,7.4,-5374,-1.4,-60,-21.6,60,5.3
19071,3,1023,73,0,2020,4,N,3,0,0,0,0,0,0,0,N,58.01,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19071,5,1023,73,0,2020,4,,18,61,62,63,1028100,276738,976,1276,,0.7,0.44,0.46,0.45,0.35,0.6,0.12,0.78,,-1,-5.3,-3,-4.7,-3,-4.6,-3,-4.5,48508,5,14338,5.5,334,52,117,10.1
19073,5,1023,73,0,2020,4,,29,150,150,150,2558709,403072,2133,1312,,1,0.78,0.79,0.78,0.69,0.99,0.39,0.87,,2,7.4,-6,-3.8,-3,-2,-5,-3.2,96418,3.9,-521,-0.1,1017,91.1,87,7.1
19075,5,1023,73,0,2020,4,,35,245,244,249,5799982,468703,1482,1814,,1.05,1,1.02,1.04,1.09,1,0.15,1.07,,0,0,-6,-2.4,-8,-3.2,-4,-1.6,140222,2.5,-77188,-14.1,-870,-37,86,5
19077,5,1023,73,0,2020,4,,41,232,234,239,4756982,524947,3284,1557,,1.23,1.27,1.3,1.33,1.37,1.51,0.69,1.05,,4,10.8,-10,-4.1,-11,-4.5,-10,-4,306049,6.9,-282219,-35,-1646,-33.4,161,11.5
19079,5,1023,73,0,2020,4,,36,236,233,226,4794308,585264,4952,1592,,0.84,0.71,0.71,0.69,0.74,0.76,0.58,1.05,,-3,-7.7,-2,-0.8,-3,-1.3,-16,-6.6,356559,8,-68817,-10.5,569,13,162,11.3
19081,5,1023,73,0,2020,4,,29,102,104,104,1309197,184775,589,975,,0.86,0.29,0.3,0.3,0.17,0.2,0.05,0.57,,-3,-9.4,-8,-7.3,-6,-5.5,-2,-1.9,69915,5.6,-42833,-18.8,-44,-7,98,11.2
19083,1,1023,73,0,2020,4,,1,4,3,4,89561,0,0,1879,,20.45,6.87,5.16,6.94,6.82,0,0,1.08,,0,0,1,33.3,0,0,1,33.3,25979,40.9,0,0,0,0,249,15.3
19083,5,1023,73,0,2020,4,,62,320,317,324,4680998,975961,4094,1124,,1.02,0.82,0.82,0.85,0.63,1.24,0.47,0.76,,3,5.1,4,1.3,1,0.3,2,0.6,-87419,-1.8,-84387,-8,584,16.6,-29,-2.5
19085,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,12.32,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19085,5,1023,73,0,2020,4,,40,161,156,159,2899010,497659,2124,1405,,0.98,0.7,0.69,0.7,0.65,1,0.39,0.94,,3,8.1,-5,-3,-9,-5.5,-6,-3.6,14561,0.5,-27095,-5.2,636,42.7,63,4.7
19087,1,1023,73,0,2020,4,,1,5,4,5,85528,0,0,1410,,22.33,6.41,5.14,6.42,4.71,0,0,0.79,,0,0,0,0,-2,-33.3,0,0,9219,12.1,0,0,0,0,309,28.1
19087,5,1023,73,0,2020,4,,57,212,209,213,3506300,657145,3637,1276,,1.02,0.41,0.4,0.41,0.34,0.42,0.27,0.83,,4,7.5,-12,-5.4,-9,-4.1,-19,-8.2,371390,11.8,7925,1.2,720,24.7,203,18.9
19089,5,1023,73,0,2020,4,,31,138,140,146,2237887,332880,844,1218,,1.02,0.58,0.58,0.6,0.51,0.58,0.11,0.87,,4,14.8,-2,-1.4,0,0,5,3.5,99041,4.6,-16661,-4.8,331,64.5,46,3.9
19091,1,1023,73,0,2020,4,,1,5,5,5,119453,0,0,1838,,39.17,15.46,15.44,15.32,14.96,0,0,0.97,,0,0,-1,-16.7,-1,-16.7,-1,-16.7,-11597,-8.8,0,0,0,0,158,9.4
19091,5,1023,73,0,2020,4,,29,108,110,112,1660982,262044,891,1162,,0.91,0.5,0.51,0.52,0.37,0.55,0.12,0.72,,3,11.5,-3,-2.7,0,0,0,0,66513,4.2,-29888,-10.2,-120,-11.9,57,5.2
19093,5,1023,73,0,2020,4,,33,199,201,201,2793909,665204,785,1073,,1.21,0.94,0.95,0.93,0.57,1.44,0.19,0.61,,-1,-2.9,-19,-8.7,-12,-5.6,-5,-2.4,-39910,-1.4,-115962,-14.8,130,19.8,46,4.5
19095,5,1023,73,0,2020,4,,41,124,131,125,1740776,407962,1287,1057,,0.64,0.22,0.23,0.22,0.16,0.25,0.05,0.71,,5,13.9,6,5.1,13,11,0,0,150617,9.5,7973,2,-509,-28.3,40,3.9
19097,5,1023,73,0,2020,4,,63,314,314,316,4469417,926662,4009,1093,,1.01,0.93,0.94,0.94,0.75,1.13,0.39,0.8,,5,8.6,-1,-0.3,-2,-0.6,-5,-1.6,330290,8,-68803,-6.9,-211,-5,90,9
19099,5,1023,73,0,2020,4,,88,288,282,283,4837954,925141,7888,1309,,1.03,0.45,0.44,0.45,0.4,0.66,0.44,0.91,,5,6,-16,-5.3,-15,-5.1,-5,-1.7,606192,14.3,47487,5.4,339,4.5,211,19.2
19101,5,1023,73,0,2020,4,,83,1110,1117,1121,18449872,3116788,24491,1272,,1.15,2.64,2.65,2.61,2.12,3.02,1.85,0.8,,8,10.7,30,2.8,27,2.5,23,2.1,1158924,6.7,-326181,-9.5,3577,17.1,51,4.2
19103,5,1023,73,0,2020,4,,393,3098,3114,3088,52959246,9294799,59486,1314,,0.96,0.66,0.67,0.67,0.47,1.18,0.72,0.71,,14,3.7,-169,-5.2,-129,-4,-167,-5.1,3985530,8.1,-612400,-6.2,-2145,-3.5,157,13.6
19105,5,1023,73,0,2020,4,,58,241,238,242,3363943,1010810,4715,1077,,1.01,0.71,0.7,0.7,0.52,1.33,0.39,0.73,,3,5.5,-2,-0.8,-6,-2.5,-4,-1.6,93550,2.9,19441,2,-238,-4.8,47,4.6
19107,5,1023,73,0,2020,4,,24,85,85,87,1232302,262835,759,1107,,0.84,0.66,0.65,0.65,0.54,0.85,0.16,0.82,,-1,-4,-8,-8.6,-8,-8.6,-5,-5.4,31794,2.6,7569,3,453,148,110,11
19109,5,1023,73,0,2020,4,,67,465,476,470,10448368,1399577,3885,1709,,1.16,1.24,1.27,1.23,1.32,1.77,0.53,1.06,,5,8.1,-34,-6.8,-26,-5.2,-44,-8.6,2544358,32.2,281564,25.2,-839,-17.8,505,41.9
19111,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,5.24,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19111,5,1023,73,0,2020,4,,103,473,460,473,6620550,1639228,8378,1087,,1.08,0.56,0.54,0.56,0.37,0.82,0.19,0.66,,0,0,-2,-0.4,-19,-4,-1,-0.2,545633,9,-37185,-2.2,162,2,105,10.7
19113,1,1023,73,0,2020,4,,1,32,33,33,954340,0,0,2247,,1.93,2.95,3.03,3.01,2.93,0,0,0.98,,0,0,0,0,1,3.1,2,6.5,42659,4.7,0,0,0,0,32,1.4
19113,5,1023,73,0,2020,4,,800,10430,10410,10416,216186288,21330357,145037,1596,,1.24,1.44,1.44,1.43,1.17,1.35,0.64,0.81,,24,3.1,-342,-3.2,-485,-4.5,-499,-4.6,14766963,7.3,-4400275,-17.1,-40110,-21.7,169,11.8
19115,5,1023,73,0,2020,4,,21,81,81,84,1083206,258088,716,1016,,0.84,0.35,0.35,0.37,0.24,0.42,0.12,0.66,,-1,-4.5,4,5.2,1,1.2,-1,-1.2,63286,6.2,-16052,-5.9,-233,-24.6,43,4.4
19117,5,1023,73,0,2020,4,,21,143,140,143,2081173,235985,1198,1127,,0.93,0.66,0.65,0.67,0.48,0.35,0.37,0.73,,1,5,-6,-4,-7,-4.8,-7,-4.7,59425,2.9,-168824,-41.7,-1965,-62.1,81,7.7
19119,5,1023,73,0,2020,4,,41,172,176,178,3182881,508160,768,1396,,0.87,0.65,0.67,0.66,0.57,0.8,0.23,0.86,,0,0,-11,-6,-3,-1.7,-14,-7.3,837,0,-26938,-5,235,44.1,71,5.4
19121,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,10.59,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19121,5,1023,73,0,2020,4,,58,184,185,185,3139942,459761,2026,1308,,1.23,0.82,0.83,0.81,0.77,0.9,0.21,0.93,,2,3.6,13,7.6,11,6.3,0,0,331693,11.8,-177022,-27.8,-2359,-53.8,85,7
19123,5,1023,73,0,2020,4,,59,199,192,197,3040703,663909,2942,1193,,1.02,0.43,0.42,0.43,0.33,0.66,0.27,0.77,,6,11.3,-13,-6.1,-15,-7.2,-9,-4.4,473841,18.5,4899,0.7,123,4.4,245,25.8
19125,5,1023,73,0,2020,4,,96,400,378,377,7129683,1339220,4619,1425,,1.04,0.39,0.37,0.37,0.27,0.72,0.28,0.73,,1,1.1,3,0.8,-25,-6.2,-14,-3.6,444870,6.7,69406,5.5,497,12.1,130,10
19127,5,1023,73,0,2020,4,,107,461,461,473,6540606,1553295,7817,1082,,1.15,0.5,0.5,0.51,0.32,0.8,0.3,0.63,,8,8.1,4,0.9,6,1.3,5,1.1,343545,5.5,200299,14.8,171,2.2,46,4.4
19129,5,1023,73,0,2020,4,,38,137,128,123,2360350,538769,1581,1404,,1.05,0.66,0.62,0.59,0.56,1.52,0.32,0.91,,1,2.7,-8,-5.5,-7,-5.2,-12,-8.9,253341,12,126661,30.7,-1380,-46.6,232,19.8
19131,5,1023,73,0,2020,4,,31,123,123,124,2161666,363114,912,1348,,0.88,0.51,0.52,0.52,0.43,0.58,0.12,0.83,,3,10.7,-2,-1.6,-2,-1.6,-4,-3.1,-63485,-2.9,24413,7.2,372,68.9,-10,-0.7
19133,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,18.81,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19133,5,1023,73,0,2020,4,,25,105,107,106,1356526,357569,996,984,,0.94,0.68,0.71,0.7,0.53,1.12,0.31,0.77,,0,0,-10,-8.7,-9,-7.8,-10,-8.6,-22620,-1.6,1597,0.4,-113,-10.2,67,7.3
19135,1,1023,73,0,2020,4,,1,4,4,4,78532,0,0,1510,,57.29,13.59,13.55,13.28,9.72,0,0,0.72,,0,0,-2,-33.3,-2,-33.3,-2,-33.3,-51736,-39.7,0,0,0,0,-160,-9.6
19135,5,1023,73,0,2020,4,,15,73,73,75,1103721,207677,357,1153,,0.69,0.37,0.37,0.38,0.24,0.44,0.06,0.64,,-1,-6.2,-9,-11,-8,-9.9,-5,-6.2,-323007,-22.6,-12481,-5.7,-87,-19.6,-202,-14.9
19137,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,14.81,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19137,5,1023,73,0,2020,4,,31,145,148,147,2380139,414155,1392,1248,,0.92,0.63,0.65,0.64,0.54,0.92,0.26,0.84,,-1,-3.1,3,2.1,0,0,-1,-0.7,343339,16.9,13582,3.4,-90,-6.1,175,16.3
19139,5,1023,73,0,2020,4,,112,620,616,623,8371427,2135026,14147,1039,,1.02,0.48,0.48,0.49,0.28,0.73,0.4,0.57,,3,2.8,-37,-5.6,-27,-4.2,-19,-3,379033,4.7,-53612,-2.4,-530,-3.6,89,9.4
19141,5,1023,73,0,2020,4,,52,266,266,265,5812316,727990,1330,1683,,0.97,0.7,0.71,0.7,0.84,0.97,0.21,1.2,,1,2,-11,-4,-5,-1.8,-10,-3.6,858416,17.3,-6618,-0.9,162,13.9,294,21.2
19143,5,1023,73,0,2020,4,,18,81,82,82,1133226,255388,377,1067,,0.78,0.59,0.59,0.58,0.43,0.78,0.16,0.74,,1,5.9,0,0,2,2.5,1,1.2,39002,3.6,1681,0.7,-357,-48.6,24,2.3
19145,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,11.37,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19145,5,1023,73,0,2020,4,,42,206,207,208,2773828,505125,2029,1031,,0.95,0.6,0.6,0.59,0.4,0.66,0.25,0.68,,1,2.4,20,10.8,24,13.1,24,13,172086,6.6,33995,7.2,866,74.5,-55,-5.1
19147,5,1023,73,0,2020,4,,30,130,131,136,2579185,369137,415,1499,,0.97,0.63,0.64,0.66,0.7,0.71,0.08,1.1,,-1,-3.2,-17,-11.6,-18,-12.1,-16,-10.5,101563,4.1,-36909,-9.1,-704,-62.9,223,17.5
19149,1,1023,73,0,2020,4,,1,6,6,5,105265,0,0,1429,,16.77,5.97,5.99,4.88,3.93,0,0,0.7,,0,0,1,20,2,50,1,25,37197,54.6,0,0,0,0,221,18.3
19149,5,1023,73,0,2020,4,,73,355,351,357,6014634,940236,2922,1306,,0.98,0.53,0.53,0.53,0.4,0.58,0.12,0.75,,3,4.3,-7,-1.9,-8,-2.2,4,1.1,267704,4.7,-53538,-5.4,1028,54.3,71,5.7
19151,5,1023,73,0,2020,4,,24,93,92,93,1301768,235800,151,1081,,0.95,0.54,0.55,0.54,0.38,0.51,0.02,0.71,,1,4.3,4,4.5,3,3.4,3,3.3,180258,16.1,-23467,-9.1,-300,-66.5,115,11.9
19153,1,1023,73,0,2020,4,,4,64,65,62,1806021,0,0,2182,,2.99,2.5,2.53,2.4,2.17,0,0,0.88,,0,0,5,8.5,8,14,5,8.8,55745,3.2,0,0,0,0,-153,-6.6
19153,2,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,4.96,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19153,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,0.3,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19153,5,1023,73,0,2020,4,,2335,41135,41109,41065,966511791,67343398,530085,1809,,1.4,2.4,2.41,2.4,2.05,1.78,1.1,0.85,,131,5.9,-206,-0.5,-74,-0.2,-242,-0.6,46960389,5.1,-10069520,-13,-39330,-6.9,95,5.5
19155,5,1023,73,0,2020,4,,248,1197,1200,1183,19044522,3683517,30126,1228,,1.07,0.53,0.54,0.54,0.42,0.65,0.49,0.78,,6,2.5,-9,-0.7,-30,-2.4,-39,-3.2,2077310,12.2,-37559,-1,3394,12.7,158,14.8
19157,5,1023,73,0,2020,4,,55,903,909,907,18745078,1075139,5104,1591,,0.88,1.65,1.68,1.68,1.51,0.87,0.24,0.9,,2,3.8,-27,-2.9,-12,-1.3,-23,-2.5,2399497,14.7,-31442,-2.8,-409,-7.4,235,17.3
19159,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,30.27,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19159,5,1023,73,0,2020,4,,15,37,37,36,543975,105803,290,1141,,0.91,0.48,0.48,0.46,0.41,0.65,0.17,0.88,,-1,-6.2,-2,-5.1,-1,-2.6,-2,-5.3,-51528,-8.7,10596,11.1,59,25.5,-54,-4.5
19161,5,1023,73,0,2020,4,,27,123,122,122,1641573,382008,1051,1032,,0.76,0.73,0.73,0.72,0.53,1.06,0.21,0.73,,1,3.8,-4,-3.1,-6,-4.7,-7,-5.4,63821,4,57702,17.8,692,192.8,84,8.9
19163,5,1023,73,0,2020,4,,588,3559,3527,3536,69137580,10293084,86318,1502,,1.13,0.71,0.71,0.71,0.62,0.87,0.45,0.87,,12,2.1,58,1.7,11,0.3,-22,-0.6,4382441,6.8,166583,1.6,-1033,-1.2,89,6.3
19165,5,1023,73,0,2020,4,,56,280,279,282,4305033,903316,2658,1181,,1.46,0.9,0.91,0.92,0.77,1.27,0.4,0.84,,2,3.7,-12,-4.1,-14,-4.8,-15,-5.1,40100,0.9,-38830,-4.1,-1111,-29.5,65,5.8
19167,5,1023,73,0,2020,4,,117,788,782,787,15304294,2320743,4311,1498,,0.85,0.64,0.64,0.63,0.6,0.87,0.18,0.94,,6,5.4,2,0.3,-8,-1,-16,-2,1134710,8,147128,6.8,670,18.4,124,9
19169,5,1023,73,0,2020,4,,290,1614,1636,1622,26212036,5223674,78288,1242,,1.17,0.61,0.63,0.62,0.42,1.1,1.55,0.67,,11,3.9,38,2.4,59,3.7,67,4.3,2782916,11.9,361330,7.4,20442,35.3,94,8.2
19171,5,1023,73,0,2020,4,,39,129,134,137,1963994,388770,1073,1133,,0.99,0.43,0.45,0.45,0.33,0.72,0.15,0.76,,-2,-4.9,-9,-6.5,-5,-3.6,-3,-2.1,108591,5.9,62868,19.3,214,24.9,106,10.3
19173,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,27.98,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19173,5,1023,73,0,2020,4,,19,55,55,55,810107,251447,736,1133,,1.06,0.5,0.49,0.49,0.38,0.94,0.29,0.77,,-2,-9.5,-8,-12.7,-9,-14.1,-6,-9.8,42219,5.5,-40561,-13.9,52,7.6,190,20.1
19175,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,12.43,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19175,5,1023,73,0,2020,4,,40,171,169,169,2796780,480708,1520,1268,,0.99,0.5,0.49,0.48,0.43,0.61,0.15,0.88,,0,0,-8,-4.5,-9,-5.1,-10,-5.6,-438626,-13.6,-72722,-13.1,-842,-35.6,-125,-9
19177,5,1023,73,0,2020,4,,14,57,57,57,712132,212560,1583,961,,0.7,0.52,0.53,0.52,0.38,0.64,0.33,0.72,,-2,-12.5,-1,-1.7,0,0,-1,-1.7,-57477,-7.5,-1402,-0.7,-279,-15,-66,-6.4
19179,3,1023,73,0,2020,4,,5,15,15,15,202877,39846,39,1040,,31.9,3.11,3.06,3.09,3.54,3.52,0.49,1.15,,0,0,-1,-6.2,-2,-11.8,-2,-11.8,8254,4.2,-15341,-27.8,-182,-82.4,142,15.8
19179,5,1023,73,0,2020,4,,86,401,399,388,5456405,1178947,8663,1060,,1.1,0.44,0.44,0.43,0.29,0.53,0.27,0.66,,3,3.6,-38,-8.7,-36,-8.3,-49,-11.2,91716,1.7,-24181,-2,-716,-7.6,116,12.3
19181,1,1023,73,0,2020,4,,1,8,8,8,135386,0,0,1302,,11.33,7.71,7.7,7.69,5.89,0,0,0.77,,0,0,3,60,3,60,3,60,22338,19.8,0,0,0,0,-437,-25.1
19181,5,1023,73,0,2020,4,,148,462,461,453,9383154,1689982,7407,1574,,1.34,0.67,0.67,0.66,0.72,1.09,0.32,1.08,,15,11.3,11,2.4,1,0.2,-10,-2.2,1395218,17.5,169992,11.2,846,12.9,232,17.3
19183,5,1023,73,0,2020,4,,64,226,222,223,3489039,735325,2376,1200,,0.88,0.48,0.48,0.48,0.43,0.67,0.18,0.89,,3,4.9,-8,-3.4,-10,-4.3,-5,-2.2,292651,9.2,51204,7.5,373,18.6,137,12.9
19185,5,1023,73,0,2020,4,,10,39,39,40,623184,156380,348,1219,,0.61,0.36,0.35,0.36,0.3,0.88,0.18,0.85,,-1,-9.1,-1,-2.5,-1,-2.5,0,0,105061,20.3,-12144,-7.2,-188,-35.1,223,22.4
19187,5,1023,73,0,2020,4,,126,454,453,462,6885008,1531575,6384,1161,,1.17,0.45,0.45,0.46,0.31,0.74,0.26,0.69,,1,0.8,-44,-8.8,-40,-8.1,-35,-7,-32021,-0.5,-196450,-11.4,-1566,-19.7,88,8.2
19189,5,1023,73,0,2020,4,,30,189,187,187,2894183,454367,1730,1186,,0.83,0.79,0.79,0.79,0.63,0.92,0.35,0.79,,1,3.4,-1,-0.5,-4,-2.1,-7,-3.6,385832,15.4,12378,2.8,-65,-3.6,179,17.8
19191,5,1023,73,0,2020,4,,54,316,320,327,5775478,982873,2838,1384,,0.8,0.54,0.55,0.58,0.51,0.86,0.16,0.92,,0,0,8,2.6,12,3.9,7,2.2,424191,7.9,10797,1.1,-840,-22.8,65,4.9
19193,1,1023,73,0,2020,4,,1,14,14,14,415987,0,0,2286,,4.26,3.21,3.21,3.17,3.99,0,0,1.25,,0,0,-3,-17.6,0,0,-1,-6.7,-42890,-9.3,0,0,0,0,-16,-0.7
19193,5,1023,73,0,2020,4,,306,1618,1597,1593,26189232,4951713,39087,1257,,1.04,0.56,0.55,0.54,0.44,0.68,0.48,0.8,,24,8.5,-15,-0.9,-36,-2.2,-42,-2.6,3153047,13.7,47855,1,-1136,-2.8,172,15.9
19195,5,1023,73,0,2020,4,,18,54,52,53,811173,143277,404,1177,,0.84,0.42,0.41,0.41,0.36,0.43,0.11,0.86,,-3,-14.3,-3,-5.3,-5,-8.8,-3,-5.4,225,0,18840,15.1,107,36,76,6.9
19197,5,1023,73,0,2020,4,,42,165,163,163,2112729,550452,843,993,,0.93,0.47,0.47,0.47,0.29,0.74,0.1,0.61,,-2,-4.5,-19,-10.3,-24,-12.8,-28,-14.7,-307329,-12.7,-70098,-11.3,-267,-24.1,-1,-0.1
19999,5,1023,73,0,2020,4,,16,1666,1430,1435,32821352,5449456,74339,1672,,2.51,7.2,6.4,6.21,5.01,9.11,7.86,0.76,N,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,1,1023,53,0,2020,4,,8,98,100,96,2414012,0,0,1895,,1.23,0.84,0.85,0.81,0.78,0,0,0.94,,0,0,6,6.5,8,8.7,4,4.3,136551,6,0,0,0,0,-9,-0.5
20000,2,1023,53,0,2020,4,N,1,0,0,0,0,0,0,0,N,1.02,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,3,1023,53,0,2020,4,,38,278,279,282,3093614,1942700,3620,851,,2.35,0.67,0.66,0.67,0.58,2.11,0.94,0.87,,-2,-5,4,1.5,2,0.7,-1,-0.4,132704,4.5,91668,5,183,5.3,32,3.9
20000,5,1023,53,0,2020,4,,8963,73390,73070,73219,1498898014,86554146,1528329,1575,,1.11,0.94,0.93,0.93,0.85,0.48,1.01,0.91,,89,1,-1634,-2.2,-1914,-2.6,-1823,-2.4,165718056,12.4,-4013578,-4.4,25798,1.7,208,15.2
